label,text
Ajustari de stoc,Pot emite ajustare de stoc ca sa scad stocul unui produs?
Ajustari de stoc,ajustari negative de stoc pe gestiuni
Ajustari de stoc,ajustari pozitive de stoc pe gestiuni
Ajustari de stoc,cum scad sau cresc stocul unui produs
Ajustari de stoc,cum scade stocul unui produs
Ajustari de stoc,cum creste stocului unui produs
Ajustari de stoc,creare ajustare de stoc pozitiva sau negativa
Ajustari de stoc,Ajustari de stoc
Ajustarile de stoc in meniul aplicatiei,"Am emis o ajustare de stoc, unde o gasesc in program?"
Ajustarile de stoc in meniul aplicatiei,Unde gasesc ajustarile de stoc emise?
Ajustarile de stoc in meniul aplicatiei,ajustari de stoc emise
Ajustarile de stoc in meniul aplicatiei,cum emit ajustari de stoc
Ajustarile de stoc in meniul aplicatiei,ajustare de stoc
Ajustarile de stoc in meniul aplicatiei,cum identific o ajustare de stoc
Ajustarile de stoc in meniul aplicatiei,unde vad ajustarile de stoc
Alegerea contului IBAN folosit,"Cand emit factura, unde specific sa apara pe ea contul de Eur in loc de RON?"
Alegerea contului IBAN folosit,"Cum setez ce cont IBAN sa apara pe factura, la emitere?"
Alegerea contului IBAN folosit,Vreau sa apara un singur cont IBAN pe factura si sa-l aleg la emitere?
Alegerea contului IBAN folosit,De unde pot alege ce cont IBAN sa apara pe factura?
Alegerea contului IBAN folosit,cum fac sa apara cont de Eur la emitere factura
Alegerea contului IBAN folosit,emitere factura cu cont EUR pe ea
Alegerea contului IBAN folosit,cum pot configura sa emit factura cu cont EUR
Alegerea contului IBAN folosit,afisare conturi IBAN pe factura
Alert - take  offline helpdesk agents,863aa57b-16d7-48db-b04d-b2e39cadd8e3
Alerta - Send Email istoric conversational,12345-asafsg -235345cs-sdf-dfsg sg-1--1-1-1
"Am adaugat o noua firma pe un cont, se achita abonament ?","Am adaugat o noua firma pe un cont, se achita abonament ?"
"Am adaugat o noua firma pe un cont, se achita abonament ?",Vreau sa adaug inca o firma pe contul pe care il am
"Am adaugat o noua firma pe un cont, se achita abonament ?",Pot folosi un singur abonament pentru mai multe firme?
"Am adaugat o noua firma pe un cont, se achita abonament ?",Cate firme pot introduce pe un abonament smartbill?
Anulare ajustare de stoc,Cum anulez o ajustare de stoc
Anulare ajustare de stoc,Pot anula o ajustare de stoc?
Anulare bon de consum,Pot anula un bon de consum?
Anulare bon de consum,Anulare bon de consum
Anulare bon de consum,Cum anulez un bon de consum?
Anulare bon de consum,cum anulez un bon de consum
Anulare bon de consum,anulare document bon de consum
Anulare bon fiscal,Cum anulez un bon fiscal?
Anulare bon fiscal,Pot anula un bon fiscal in program?
Anulare bon fiscal,Cum sterg un bon fiscal din Smartbill?
Anulare bon fiscal,vreau sa anulez un bon fiscal
Anulare bon fiscal,de unde anulez bonul fiscal
Anulare bon fiscal,cum fac sa anulez un bon fiscal
Anulare bon fiscal,din ce meniu anulez bonul fiscal
Anulare bon fiscal,se poate anula bonul fiscal?
Anulare bon fiscal,exista optiune de anulare bon fiscal?
Anulare bon fiscal,cum anulez bonul fiscal
Anulare chitanta,anulare chitanta
Anulare chitanta,Cum anulez o chitanta?
Anulare chitanta,De unde anulez chitanta?
Anulare chitanta,Vreau sa anulez o chitanta
Anulare chitanta,cum pot sa ajulez o chitanta
Anulare chitanta,in ce meniu anulez o chitanta
Anulare chitanta,optiunea de anulare a unei chitante
Anulare chitanta,cum se face o anulare de chitanta
Anulare factura,Vreau sa anulez o factura.
Anulare factura,De unde anulez factura?
Anulare factura,Pot sa anulez factura?
Anulare factura,Nu stiu de unde pot sa anulez o factura.
Anulare factura,In ce meniu am optiunea de anulare factura?
Anulare factura,Am posibilitate de anulare factura?
Anulare factura,cum anulez factura
Anulare factura,din ce meniu pot anula o factura?
Anulare incasare,Anularea incasarii
Anulare incasare,Cum anulez o incasare
Anulare incasare,Cum pot anula incasarea de pe o factura?
Anulare incasare,Cum sterg o incasare?
Anulare inventar,Cum anulez un inventar?
Anulare inventar,Pot anula un inventar emis in program?
Anulare inventar,Vreau sa anulez un inventar
Anulare inventar,de unde pot sa fac anularea unui inventar
Anulare inventar,inventar anulat
Anulare inventar,pot sa anulez un inventar emis in smartbil
Anulare NIR,"Am emis un NIR gresit, si trebuie sa il anulez."
Anulare NIR,cum anulez un NIR
Anulare NIR,anulare NIR emis gresit
Anulare NIR,anulez NIR emis din greseala
Anulare NIR,de unde anulez receptia?
Anulare NIR,vreau sa anulez un nir
Anulare NIR,de unde pot sa anulez nirul
Anulare NIR,cum fac sa anulez un nir
Anulare NIR,vreau sa anulez o receptie
Anulare NIR,vreau sa fac o anulare a unui NIR
Anulare transfer intre gestiuni,Cum anulez un transfer?
Anulare transfer intre gestiuni,Am facut un transfer intre gestiuni gresit. Il pot anula
Anulare transfer intre gestiuni,vreau sa anulez un transfer intre gestiuni
Anulare transfer intre gestiuni,de unde pot sa anulez transferul intre doua gestiuni
Anulare transfer intre gestiuni,pot sa anulez un transfer intre gestiuni
Anularea unei facturi storno,"Un client nu mai vrea produsele, ce trebuie sa fac, sa stornez sau sa anulez factura"
Anularea unei facturi storno,Daca am o factura anulata pe care trebuia sa o stornez
Anularea unei facturi storno,Trebuie sa stornez o factura pe care am anulat-o
Anularea unei facturi storno,Factura anulata apoi stonata
Anularea unei facturi storno,Anularea unei facturi storno
Anularea unei facturi storno,cum pot inregistra anularea unei facturi de storno
Aplicare discount pe bon fiscal,Cum aplic un discount pe bonul fiscal?
Aplicare discount pe bon fiscal,discount pe bon fiscal
Aplicare discount pe bon fiscal,cum aplic o reducere pe bonul fiscal
Aplicare discount pe bon fiscal,vreau sa adaug un discount valoric pe bon
Aplicare discount pe bon fiscal,discount procentual pe bon
Aplicare discount pe bon fiscal,discount valoric pe bon
Aplicare discount pe bon fiscal,bon fiscal cu discount
Aplicare discount pe bon fiscal,bon fiscal cu reducere
Aplicare discount pe bon fiscal,cum adaug discount pe bonul fiscal
Aplicare discount pe bon fiscal,discount pe bon
Aplicare discount pe bon fiscal,vreau sa aplic discount pe bonul fiscal
Aplicare discount pe produs,"De unde pun reducere pe produs, in factura?"
Aplicare discount pe produs,Pot sa aplic discount separat pe produse?
Aplicare discount pe produs,Vreau sa acord discount pe produs.
Aplicare discount pe produs,Am adaugat produse in factura dar vreau aplic discount doar la un produs.
Aplicare discount pe produs,Cum pot sa dau discount la un produs din factura?
Aplicare discount pe produs,cum adaug discount pe un produs
Aplicare discount pe produs,cum fac o reducere pe un produs de pe factura
Aplicare discount pe produs,de unde se poate aplica discount pe un produs
Aplicare discount pe produs,cum pot sa fac reducere doar pentru un produs de pe factura
Aplicare discount pe produs,cum aplic discount doar pe un produs
Aplicare discount pe produs,discount pe produs in factura
Aplicare discount pe receptie (NIR),Cum aplic un discount pe receptie
Aplicare discount pe receptie (NIR),Am o factura de la furnizor cu un discount pe ea. Cum inregistrez in SmartBill
Aplicare discount pe receptie (NIR),discount receptie NIR
Aplicare discount pe receptie (NIR),Cum aplic discount in NIR
Aplicare discount pe receptie (NIR),discount pe nir
Aplicare discount pe receptie (NIR),produs cu discount in receptie
Aplicare discount pe receptie (NIR),discount total pe receptie
Aplicare discount pe receptie (NIR),receptie cu discount
Aplicare discount total pe factura,Cum aplic discount total la factura?
Aplicare discount total pe factura,Vreau sa aplic un discount la toata factura.
Aplicare discount total pe factura,Pot sa aplica discount total valoric?
Aplicare discount total pe factura,Pot sa aplica discount total procentual?
Aplicare discount total pe factura,De unde pot sa adaug discount total pe factura?
Aplicare discount total pe factura,Unde gasesc optiunea de discount total factura?
Aplicare discount total pe factura,discount
Aplicare discount total pe factura,discount total in factura
Aplicarea discount pe voucher,Pot seta discount pentru voucher?
Aplicarea discount pe voucher,Pot seta discount procentual pentru voucher?
Aplicarea discount pe voucher,Pot seta discount valoric pentru voucher?
Aplicarea discount pe voucher,discount valoric sau procentual pe voucher
Aplicarea discount pe voucher,discount valoric pe voucher
Aplicarea discount pe voucher,discount procentual pe voucher
Aplicarea discount pe voucher,pot seta discount pe voucher?
Aplicarea discount pe voucher,Aplicarea discount pe voucher
Aplicarea discountului total,de se nu imi aplica discountul total
Aplicarea discountului total,am facut discount total si nu imi calculeaza corect
Aplicarea discountului total,nu imi pune discount total peste tot
Aplicarea discountului total,nu imi calculeaza discountul corect
Aplicarea discountului total,Aplicarea discountului total
Ascunde suma de pe aviz,exista varianta ca pe avizul de insotire al marfii sa nu mai apara suma?
Ascunderea TVA-ului pe aviz,se poate ca tva-ul sa nu apara pe avize
Ascunderea TVA-ului pe aviz,nu vreau ca tva sa apara pe avize
Ascunderea TVA-ului pe aviz,ascunde TVA pe avize
Ascunderea TVA-ului pe aviz,sa nu se vada TVA pe aviz
Ascunderea TVA-ului pe aviz,TVA nu trebuie sa se afiseze pe aviz
Ascunderea TVA-ului pe aviz,Ascunderea TVA-ului pe aviz
Asocierea produselor cu gruparile de produse,Cum imi asociez produsele cu gruparile?
Asocierea produselor cu gruparile de produse,De unde aleg ce grupare are un produs?
Asocierea produselor cu gruparile de produse,Cum fac sa asociez mai multe produse cu grupari?
Asocierea produselor cu gruparile de produse,Pot asocia mai multe produse cu gruparile mele?
Asocierea produselor cu gruparile de produse,In ce meniu pot sa import gruparile pe produse?
Asocierea unei chitante cu factura cu termen depasit,Cum pot remedia factura ̨n momentul ̨n care la rapoarte factura apare depasita si chitanta emisa.
Asocierea unei chitante cu factura cu termen depasit,Cum asociez o chitanta pentru o factura?
Asocierea unei chitante cu factura cu termen depasit,Am chitanta emisa dar factura apare depasita. Cum reglez?
Asocierea unei chitante cu factura cu termen depasit,Am factura depasita si vreau sa fac incasata prin chitanta deja emisa.
Atingerea numarului maxim de documente incluse in abonament,"Imi apare ca am atins numarul maxim de documente pe luna aceasta, dar luna abia a inceput"
Atingerea numarului maxim de documente incluse in abonament,De ce scrie ca am atins limita de documente pe care le pot emite?
Atingerea numarului maxim de documente incluse in abonament,Primesc mesaj ca nu mai pot emite facturi noi pentru ca am atins limita de documente
Atingerea numarului maxim de documente incluse in abonament,Aplicatie zice ca am depasit numarul de facturi pe care le pot emite
Atingerea numarului maxim de documente incluse in abonament,am atins numarul maxim de documente pe luna aceasta
Atingerea numarului maxim de documente incluse in abonament,Atingerea numarului maxim de documente incluse in abonament
Autofactura,Este posibil sa emitem facturi in numele furnizorilor?
Autofactura,De unde pot face o autofacturare
Autofactura,pot emite din aplicatie o autofactura
Autofactura,Exista optiune in aplicatie de a emite o factura cu titlul de Autofactura
Autofactura,generare autofactura din program
Aviz fara pret,nu am nevoie sa fie aratate preturile pe avize
Aviz fara pret,cum fac sa nu mai fie afisate preturi pe avize
Aviz fara pret,se poate ca pe avize sa nu mai fie aratata decat cantitatea
Aviz fara pret,ce pot face ca sa nu se mai vada valori pe avize
Aviz fara pret,pot emite aviz cu pret 0<br>
Aviz fara pret,pot ascunde preturile pe aviz
Aviz fara pret,cum emit un aviz fara pret
Bon fiscal salvat si netiparit,am emis bon dar nu se tipareste desi zice ca este salvat
Bon fiscal salvat si netiparit,am salvat un bon dar nu se tipareste
Bon fiscal salvat si netiparit,de ce nu se tipareste bonul pe casa
Bon fiscal salvat si netiparit,nu se tipareste un bon de casa
Bon fiscal salvat si netiparit,tiparire bon de casa
Bonurile de consum in meniul aplicatiei,"Am emis un bon de consum, unde il gasesc in program?"
Bonurile de consum in meniul aplicatiei,Unde gasesc bonurile de consum?
Bonurile de consum in meniul aplicatiei,unde sunt bonurile de consum in program?
Bonurile de consum in meniul aplicatiei,meniu bon de consum
Borderou de incasare de la curieri,La ce ma ajuta borderoul de incasare?
Borderou de incasare de la curieri,Care e rolul importului de borderou?
Borderou de incasare de la curieri,Ce reprezinta borderoul de incasare?
Borderou de incasare de la curieri,unde tin evidenta sumelor incasate de la curieri
Borderou de incasare de la curieri,cum tin evidenta sumelor incasate de la curier
Borderou de incasare de la curieri,import AWB de la curier in borderou de incasare
Borderou de incasare de la curieri,borderou de incasare curier
Borderou de incasare de la curieri,Borderou de incasare de la curieri
Campanie BT - Smartbil,Am primit e-mail de la BT ca pot beneficia de un an de gratuitate la programul facturare + gestiune. Imi puteti spune cum pot beneficia de el? Sau trebuie sa -i contactez pe cei de la BT?
Campanie VISA,"Am aplicat pentru promotia Visa (6 luni Smart Bill gratuit). Acum as fi vrut sa comand pachetul pentru 2 ani, insa apare tariful pt 24 de luni, adica fara cele 6 luni gratuite,"
"Campul ''De la"" - afisat la trimiterea documentelor pe e-mail",De unde schimb datele din campul 'De la'?
"Campul ''De la"" - afisat la trimiterea documentelor pe e-mail",Vreau sa modific ce apare in campul 'De la'.
"Campul ''De la"" - afisat la trimiterea documentelor pe e-mail",Pot sa schimb numele din campul 'De la' ?
"Campul ''De la"" - afisat la trimiterea documentelor pe e-mail",Vreau sa apara alt nume la trimitere mail.
"Campul ''De la"" - afisat la trimiterea documentelor pe e-mail","Campul ''De la"" - afisat la trimiterea documentelor pe e-mail"
